implementation,byte_value,time_ns,sample_id
Algebraic_SBox,5,21.40,34
Precomputed_SBox,5,16.40,35
Algebraic_SBox,5,21.60,35
Precomputed_SBox,5,16.20,36
Algebraic_SBox,5,21.60,36
Precomputed_SBox,5,16.40,37
Algebraic_SBox,5,21.40,37
Precomputed_SBox,5,16.60,38
Algebraic_SBox,5,21.40,38
Precomputed_SBox,5,16.40,39
Algebraic_SBox,5,21.40,39
Precomputed_SBox,5,16.40,40
Algebraic_SBox,5,21.40,40
Precomputed_SBox,5,16.40,41
Algebraic_SBox,5,21.60,41
Precomputed_SBox,5,16.40,42
Algebraic_SBox,5,21.40,42
Precomputed_SBox,5,16.40,43
Algebraic_SBox,5,21.60,43
Precomputed_SBox,5,16.40,44
Algebraic_SBox,5,21.40,44
Precomputed_SBox,5,16.40,45
Algebraic_SBox,5,21.40,45
Precomputed_SBox,5,16.40,46
Algebraic_SBox,5,21.60,46
Precomputed_SBox,5,16.60,47
Algebraic_SBox,5,21.40,47
Precomputed_SBox,5,16.40,48
Algebraic_SBox,5,21.60,48
Precomputed_SBox,5,16.60,49
Algebraic_SBox,5,21.60,49
Precomputed_SBox,6,16.60,0
Algebraic_SBox,6,21.60,0
Precomputed_SBox,6,16.40,1
Algebraic_SBox,6,21.60,1
Precomputed_SBox,6,16.60,2
Algebraic_SBox,6,21.60,2
Precomputed_SBox,6,16.40,3
Algebraic_SBox,6,21.60,3
Precomputed_SBox,6,16.40,4
Algebraic_SBox,6,21.80,4
Precomputed_SBox,6,16.40,5
Algebraic_SBox,6,21.80,5
Precomputed_SBox,6,16.80,6
Algebraic_SBox,6,21.60,6
Precomputed_SBox,6,16.40,7
Algebraic_SBox,6,21.80,7
Precomputed_SBox,6,16.40,8
Algebraic_SBox,6,21.60,8
Precomputed_SBox,6,16.60,9
Algebraic_SBox,6,21.60,9
Precomputed_SBox,6,16.20,10
Algebraic_SBox,6,21.80,10
Precomputed_SBox,6,16.40,11
Algebraic_SBox,6,21.80,11
Precomputed_SBox,6,16.40,12
Algebraic_SBox,6,21.60,12
Precomputed_SBox,6,16.60,13
